,label,lang,train,True or False
6782,__label__trung_binh,zh-cn,__label__trung_binh,True
6783,__label__xuat_sac,en,__label__xuat_sac,True
6784,__label__xuat_sac,en,__label__tot,False
6785,__label__tot,en,__label__tot,True
6786,__label__xuat_sac,vi,__label__xuat_sac,True
6787,__label__xuat_sac,vi,__label__xuat_sac,True
6788,__label__kem,vi,__label__kem,True
6789,__label__xuat_sac,en,__label__xuat_sac,True
6790,__label__tot,en,__label__tot,True
6791,__label__xuat_sac,en,__label__xuat_sac,True
6792,__label__tot,en,__label__tot,True
6793,__label__tot,vi,__label__tot,True
6794,__label__tot,en,__label__tot,True
6795,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6796,__label__xuat_sac,en,__label__xuat_sac,True
6797,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6798,__label__tot,en,__label__tot,True
6799,__label__trung_binh,en,__label__trung_binh,True
6800,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6801,__label__xuat_sac,de,__label__xuat_sac,True
6802,__label__trung_binh,en,__label__trung_binh,True
6803,__label__trung_binh,zh-cn,__label__xuat_sac,False
6804,__label__tot,zh-cn,__label__tot,True
6805,__label__tot,en,__label__tot,True
6806,__label__xuat_sac,vi,__label__xuat_sac,True
6807,__label__trung_binh,en,__label__trung_binh,True
6808,__label__tot,vi,__label__tot,True
6809,__label__tot,no,__label__tot,True
6810,__label__tot,fr,__label__tot,True
6811,__label__xuat_sac,en,__label__xuat_sac,True
6812,__label__xuat_sac,sv,__label__xuat_sac,True
6813,__label__xuat_sac,en,__label__tot,False
6814,__label__tot,zh-cn,__label__tot,True
6815,__label__tot,en,__label__xuat_sac,False
6816,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6817,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6818,__label__trung_binh,ja,__label__tot,False
6819,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6820,__label__trung_binh,zh-cn,__label__tot,False
6821,__label__tot,nl,__label__tot,True
6822,__label__xuat_sac,pl,__label__xuat_sac,True
6823,__label__tot,ru,__label__tot,True
6824,__label__trung_binh,en,__label__trung_binh,True
6825,__label__tot,vi,__label__tot,True
6826,__label__tot,vi,__label__tot,True
6827,__label__tot,vi,__label__tot,True
6828,__label__tot,zh-cn,__label__tot,True
6829,__label__trung_binh,vi,__label__trung_binh,True
6830,__label__tot,vi,__label__tot,True
6831,__label__tot,vi,__label__tot,True
6832,__label__xuat_sac,vi,__label__xuat_sac,True
6833,__label__xuat_sac,en,__label__xuat_sac,True
6834,__label__xuat_sac,en,__label__xuat_sac,True
6835,__label__xuat_sac,en,__label__xuat_sac,True
6836,__label__xuat_sac,fr,__label__tot,False
6837,__label__tot,es,__label__tot,True
6838,__label__tot,zh-cn,__label__tot,True
6839,__label__tot,it,__label__tot,True
6840,__label__tot,vi,__label__tot,True
6841,__label__tot,vi,__label__tot,True
6842,__label__xuat_sac,en,__label__xuat_sac,True
6843,__label__xuat_sac,ko,__label__xuat_sac,True
6844,__label__tot,nl,__label__tot,True
6845,__label__tot,fr,__label__tot,True
6846,__label__trung_binh,zh-cn,__label__trung_binh,True
6847,__label__tot,de,__label__tot,True
6848,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6849,__label__tot,vi,__label__tot,True
6850,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6851,__label__trung_binh,zh-cn,__label__trung_binh,True
6852,__label__tot,zh-cn,__label__tot,True
6853,__label__xuat_sac,en,__label__xuat_sac,True
6854,__label__tot,vi,__label__tot,True
6855,__label__trung_binh,vi,__label__trung_binh,True
6856,__label__xuat_sac,de,__label__xuat_sac,True
6857,__label__tot,fr,__label__tot,True
6858,__label__trung_binh,zh-cn,__label__trung_binh,True
6859,__label__tot,ja,__label__tot,True
6860,__label__tot,en,__label__tot,True
6861,__label__trung_binh,en,__label__trung_binh,True
6862,__label__trung_binh,zh-cn,__label__trung_binh,True
6863,__label__tot,zh-cn,__label__tot,True
6864,__label__tot,ru,__label__tot,True
6865,__label__tot,ko,__label__tot,True
6866,__label__tot,zh-cn,__label__tot,True
6867,__label__tot,zh-cn,__label__tot,True
6868,__label__tot,zh-cn,__label__tot,True
6869,__label__tot,es,__label__tot,True
6870,__label__xuat_sac,ar,__label__xuat_sac,True
6871,__label__trung_binh,zh-cn,__label__trung_binh,True
6872,__label__tot,de,__label__tot,True
6873,__label__trung_binh,zh-cn,__label__trung_binh,True
6874,__label__xuat_sac,vi,__label__xuat_sac,True
6875,__label__trung_binh,vi,__label__trung_binh,True
6876,__label__tot,en,__label__tot,True
6877,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6878,__label__tot,de,__label__tot,True
6879,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6880,__label__tot,fr,__label__tot,True
6881,__label__xuat_sac,fr,__label__xuat_sac,True
6882,__label__tot,zh-cn,__label__xuat_sac,False
6883,__label__tot,fi,__label__tot,True
6884,__label__xuat_sac,vi,__label__tot,False
6885,__label__xuat_sac,fr,__label__xuat_sac,True
6886,__label__tot,zh-cn,__label__tot,True
6887,__label__tot,zh-cn,__label__tot,True
6888,__label__tot,fr,__label__tot,True
6889,__label__xuat_sac,vi,__label__tot,False
6890,__label__kem,vi,__label__kem,True
6891,__label__xuat_sac,vi,__label__xuat_sac,True
6892,__label__xuat_sac,en,__label__xuat_sac,True
6893,__label__xuat_sac,en,__label__xuat_sac,True
6894,__label__xuat_sac,en,__label__xuat_sac,True
6895,__label__tot,de,__label__tot,True
6896,__label__kem,ja,__label__kem,True
6897,__label__xuat_sac,de,__label__xuat_sac,True
6898,__label__trung_binh,vi,__label__trung_binh,True
6899,__label__tot,en,__label__tot,True
6900,__label__xuat_sac,en,__label__xuat_sac,True
6901,__label__tot,es,__label__tot,True
6902,__label__xuat_sac,th,__label__xuat_sac,True
6903,__label__xuat_sac,vi,__label__xuat_sac,True
6904,__label__tot,vi,__label__tot,True
6905,__label__tot,en,__label__tot,True
6906,__label__tot,ja,__label__tot,True
6907,__label__trung_binh,es,__label__trung_binh,True
6908,__label__tot,es,__label__tot,True
6909,__label__tot,en,__label__tot,True
6910,__label__trung_binh,en,__label__trung_binh,True
6911,__label__tot,da,__label__tot,True
6912,__label__tot,de,__label__tot,True
6913,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6914,__label__xuat_sac,hu,__label__xuat_sac,True
6915,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6916,__label__rat_kem,de,__label__rat_kem,True
6917,__label__xuat_sac,en,__label__xuat_sac,True
6918,__label__xuat_sac,en,__label__xuat_sac,True
6919,__label__trung_binh,vi,__label__trung_binh,True
6920,__label__trung_binh,vi,__label__trung_binh,True
6921,__label__tot,vi,__label__tot,True
6922,__label__trung_binh,vi,__label__trung_binh,True
6923,__label__tot,vi,__label__tot,True
6924,__label__kem,vi,__label__kem,True
6925,__label__tot,en,__label__tot,True
6926,__label__tot,en,__label__tot,True
6927,__label__tot,en,__label__tot,True
6928,__label__xuat_sac,en,__label__xuat_sac,True
6929,__label__xuat_sac,en,__label__tot,False
6930,__label__trung_binh,en,__label__xuat_sac,False
6931,__label__xuat_sac,en,__label__xuat_sac,True
6932,__label__tot,en,__label__tot,True
6933,__label__tot,en,__label__tot,True
6934,__label__tot,en,__label__xuat_sac,False
6935,__label__xuat_sac,ru,__label__xuat_sac,True
6936,__label__tot,de,__label__tot,True
6937,__label__tot,zh-cn,__label__tot,True
6938,__label__kem,vi,__label__kem,True
6939,__label__tot,fr,__label__tot,True
6940,__label__kem,zh-cn,__label__kem,True
6941,__label__tot,en,__label__tot,True
6942,__label__xuat_sac,vi,__label__xuat_sac,True
6943,__label__xuat_sac,en,__label__xuat_sac,True
6944,__label__tot,en,__label__tot,True
6945,__label__xuat_sac,es,__label__xuat_sac,True
6946,__label__xuat_sac,fr,__label__xuat_sac,True
6947,__label__tot,vi,__label__tot,True
6948,__label__trung_binh,et,__label__trung_binh,True
6949,__label__xuat_sac,en,__label__xuat_sac,True
6950,__label__xuat_sac,en,__label__xuat_sac,True
6951,__label__trung_binh,nl,__label__trung_binh,True
6952,__label__tot,en,__label__tot,True
6953,__label__tot,de,__label__tot,True
6954,__label__xuat_sac,fr,__label__xuat_sac,True
6955,__label__xuat_sac,fr,__label__xuat_sac,True
6956,__label__xuat_sac,fr,__label__xuat_sac,True
6957,__label__xuat_sac,es,__label__xuat_sac,True
6958,__label__tot,vi,__label__tot,True
6959,__label__xuat_sac,vi,__label__xuat_sac,True
6960,__label__tot,en,__label__tot,True
6961,__label__xuat_sac,en,__label__xuat_sac,True
6962,__label__xuat_sac,en,__label__xuat_sac,True
6963,__label__tot,en,__label__tot,True
6964,__label__tot,en,__label__tot,True
6965,__label__kem,ca,__label__tot,False
6966,__label__tot,zh-cn,__label__tot,True
6967,__label__trung_binh,es,__label__trung_binh,True
6968,__label__tot,zh-cn,__label__tot,True
6969,__label__tot,ja,__label__tot,True
6970,__label__trung_binh,en,__label__trung_binh,True
6971,__label__xuat_sac,fr,__label__xuat_sac,True
6972,__label__xuat_sac,nl,__label__xuat_sac,True
6973,__label__xuat_sac,ru,__label__xuat_sac,True
6974,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6975,__label__tot,ko,__label__xuat_sac,False
6976,__label__xuat_sac,it,__label__xuat_sac,True
6977,__label__tot,it,__label__tot,True
6978,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6979,__label__trung_binh,ja,__label__trung_binh,True
6980,__label__tot,de,__label__tot,True
6981,__label__tot,en,__label__tot,True
6982,__label__tot,vi,__label__tot,True
6983,__label__trung_binh,vi,__label__trung_binh,True
6984,__label__xuat_sac,en,__label__xuat_sac,True
6985,__label__tot,en,__label__tot,True
6986,__label__xuat_sac,en,__label__xuat_sac,True
6987,__label__tot,en,__label__tot,True
6988,__label__tot,en,__label__tot,True
6989,__label__tot,en,__label__tot,True
6990,__label__tot,en,__label__tot,True
6991,__label__xuat_sac,es,__label__xuat_sac,True
6992,__label__tot,ru,__label__tot,True
6993,__label__tot,es,__label__tot,True
6994,__label__xuat_sac,zh-cn,__label__xuat_sac,True
6995,__label__tot,en,__label__tot,True
6996,__label__xuat_sac,de,__label__xuat_sac,True
6997,__label__tot,ja,__label__tot,True
6998,__label__trung_binh,en,__label__trung_binh,True
6999,__label__xuat_sac,fr,__label__xuat_sac,True
7000,__label__tot,zh-cn,__label__tot,True
7001,__label__xuat_sac,en,__label__xuat_sac,True
7002,__label__trung_binh,zh-cn,__label__xuat_sac,False
7003,__label__tot,ko,__label__tot,True
7004,__label__trung_binh,zh-cn,__label__trung_binh,True
7005,__label__tot,en,__label__tot,True
7006,__label__xuat_sac,en,__label__xuat_sac,True
7007,__label__xuat_sac,en,__label__xuat_sac,True
7008,__label__trung_binh,zh-cn,__label__trung_binh,True
7009,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7010,__label__xuat_sac,nl,__label__xuat_sac,True
7011,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7012,__label__tot,ru,__label__tot,True
7013,__label__trung_binh,vi,__label__trung_binh,True
7014,__label__tot,vi,__label__tot,True
7015,__label__tot,vi,__label__tot,True
7016,__label__xuat_sac,en,__label__xuat_sac,True
7017,__label__xuat_sac,en,__label__xuat_sac,True
7018,__label__tot,vi,__label__tot,True
7019,__label__trung_binh,zh-cn,__label__trung_binh,True
7020,__label__tot,ru,__label__tot,True
7021,__label__tot,es,__label__tot,True
7022,__label__xuat_sac,es,__label__tot,False
7023,__label__xuat_sac,vi,__label__xuat_sac,True
7024,__label__tot,pl,__label__tot,True
7025,__label__xuat_sac,en,__label__xuat_sac,True
7026,__label__xuat_sac,en,__label__xuat_sac,True
7027,__label__kem,vi,__label__kem,True
7028,__label__trung_binh,es,__label__trung_binh,True
7029,__label__xuat_sac,en,__label__xuat_sac,True
7030,__label__tot,ja,__label__tot,True
7031,__label__trung_binh,zh-cn,__label__trung_binh,True
7032,__label__tot,en,__label__tot,True
7033,__label__xuat_sac,en,__label__xuat_sac,True
7034,__label__xuat_sac,en,__label__xuat_sac,True
7035,__label__xuat_sac,en,__label__xuat_sac,True
7036,__label__tot,en,__label__tot,True
7037,__label__tot,en,__label__tot,True
7038,__label__tot,es,__label__tot,True
7039,__label__xuat_sac,en,__label__xuat_sac,True
7040,__label__xuat_sac,en,__label__xuat_sac,True
7041,__label__tot,nl,__label__tot,True
7042,__label__trung_binh,en,__label__trung_binh,True
7043,__label__xuat_sac,de,__label__xuat_sac,True
7044,__label__trung_binh,zh-cn,__label__trung_binh,True
7045,__label__tot,en,__label__tot,True
7046,__label__tot,en,__label__tot,True
7047,__label__tot,en,__label__tot,True
7048,__label__xuat_sac,en,__label__xuat_sac,True
7049,__label__tot,vi,__label__tot,True
7050,__label__xuat_sac,vi,__label__xuat_sac,True
7051,__label__tot,en,__label__tot,True
7052,__label__tot,en,__label__tot,True
7053,__label__xuat_sac,en,__label__tot,False
7054,__label__trung_binh,vi,__label__trung_binh,True
7055,__label__tot,zh-cn,__label__tot,True
7056,__label__xuat_sac,vi,__label__xuat_sac,True
7057,__label__kem,vi,__label__kem,True
7058,__label__xuat_sac,vi,__label__xuat_sac,True
7059,__label__xuat_sac,vi,__label__tot,False
7060,__label__xuat_sac,vi,__label__xuat_sac,True
7061,__label__tot,en,__label__tot,True
7062,__label__tot,en,__label__tot,True
7063,__label__tot,en,__label__tot,True
7064,__label__xuat_sac,en,__label__xuat_sac,True
7065,__label__xuat_sac,en,__label__xuat_sac,True
7066,__label__xuat_sac,en,__label__xuat_sac,True
7067,__label__rat_kem,en,__label__rat_kem,True
7068,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7069,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7070,__label__xuat_sac,fi,__label__xuat_sac,True
7071,__label__kem,en,__label__tot,False
7072,__label__tot,fr,__label__xuat_sac,False
7073,__label__tot,en,__label__tot,True
7074,__label__tot,es,__label__tot,True
7075,__label__xuat_sac,en,__label__xuat_sac,True
7076,__label__tot,en,__label__tot,True
7077,__label__xuat_sac,en,__label__xuat_sac,True
7078,__label__xuat_sac,vi,__label__xuat_sac,True
7079,__label__xuat_sac,en,__label__xuat_sac,True
7080,__label__xuat_sac,de,__label__xuat_sac,True
7081,__label__tot,vi,__label__tot,True
7082,__label__trung_binh,vi,__label__trung_binh,True
7083,__label__trung_binh,zh-cn,__label__trung_binh,True
7084,__label__tot,fr,__label__tot,True
7085,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7086,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7087,__label__xuat_sac,en,__label__xuat_sac,True
7088,__label__tot,ar,__label__tot,True
7089,__label__tot,ja,__label__tot,True
7090,__label__trung_binh,vi,__label__trung_binh,True
7091,__label__trung_binh,vi,__label__trung_binh,True
7092,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7093,__label__kem,fi,__label__kem,True
7094,__label__xuat_sac,de,__label__xuat_sac,True
7095,__label__xuat_sac,en,__label__xuat_sac,True
7096,__label__xuat_sac,en,__label__xuat_sac,True
7097,__label__xuat_sac,en,__label__xuat_sac,True
7098,__label__tot,en,__label__tot,True
7099,__label__xuat_sac,en,__label__xuat_sac,True
7100,__label__tot,en,__label__xuat_sac,False
7101,__label__trung_binh,en,__label__trung_binh,True
7102,__label__tot,ja,__label__tot,True
7103,__label__xuat_sac,en,__label__xuat_sac,True
7104,__label__tot,en,__label__tot,True
7105,__label__xuat_sac,en,__label__xuat_sac,True
7106,__label__tot,vi,__label__tot,True
7107,__label__tot,vi,__label__tot,True
7108,__label__tot,en,__label__tot,True
7109,__label__trung_binh,fi,__label__trung_binh,True
7110,__label__trung_binh,zh-cn,__label__trung_binh,True
7111,__label__xuat_sac,de,__label__xuat_sac,True
7112,__label__trung_binh,ja,__label__trung_binh,True
7113,__label__tot,fr,__label__tot,True
7114,__label__tot,vi,__label__tot,True
7115,__label__xuat_sac,vi,__label__xuat_sac,True
7116,__label__xuat_sac,en,__label__xuat_sac,True
7117,__label__tot,en,__label__tot,True
7118,__label__tot,ru,__label__tot,True
7119,__label__xuat_sac,es,__label__xuat_sac,True
7120,__label__tot,nl,__label__tot,True
7121,__label__tot,nl,__label__tot,True
7122,__label__trung_binh,zh-cn,__label__trung_binh,True
7123,__label__tot,da,__label__tot,True
7124,__label__tot,en,__label__tot,True
7125,__label__tot,en,__label__tot,True
7126,__label__trung_binh,en,__label__trung_binh,True
7127,__label__tot,nl,__label__tot,True
7128,__label__kem,ja,__label__kem,True
7129,__label__xuat_sac,es,__label__xuat_sac,True
7130,__label__xuat_sac,ru,__label__xuat_sac,True
7131,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7132,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7133,__label__tot,pt,__label__tot,True
7134,__label__xuat_sac,pt,__label__xuat_sac,True
7135,__label__tot,ja,__label__tot,True
7136,__label__xuat_sac,de,__label__xuat_sac,True
7137,__label__tot,it,__label__tot,True
7138,__label__tot,nl,__label__tot,True
7139,__label__tot,ru,__label__tot,True
7140,__label__xuat_sac,pt,__label__xuat_sac,True
7141,__label__xuat_sac,fr,__label__xuat_sac,True
7142,__label__tot,es,__label__tot,True
7143,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7144,__label__kem,ru,__label__kem,True
7145,__label__xuat_sac,vi,__label__xuat_sac,True
7146,__label__xuat_sac,en,__label__xuat_sac,True
7147,__label__xuat_sac,en,__label__xuat_sac,True
7148,__label__xuat_sac,en,__label__xuat_sac,True
7149,__label__xuat_sac,en,__label__xuat_sac,True
7150,__label__tot,ar,__label__xuat_sac,False
7151,__label__trung_binh,ru,__label__trung_binh,True
7152,__label__kem,de,__label__kem,True
7153,__label__trung_binh,zh-cn,__label__trung_binh,True
7154,__label__xuat_sac,en,__label__xuat_sac,True
7155,__label__tot,no,__label__tot,True
7156,__label__xuat_sac,es,__label__xuat_sac,True
7157,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7158,__label__xuat_sac,vi,__label__xuat_sac,True
7159,__label__tot,en,__label__tot,True
7160,__label__xuat_sac,en,__label__xuat_sac,True
7161,__label__trung_binh,vi,__label__trung_binh,True
7162,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7163,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7164,__label__kem,ko,__label__kem,True
7165,__label__xuat_sac,vi,__label__xuat_sac,True
7166,__label__tot,zh-cn,__label__xuat_sac,False
7167,__label__xuat_sac,sv,__label__tot,False
7168,__label__tot,zh-tw,__label__tot,True
7169,__label__tot,sv,__label__tot,True
7170,__label__trung_binh,vi,__label__trung_binh,True
7171,__label__tot,en,__label__xuat_sac,False
7172,__label__xuat_sac,en,__label__xuat_sac,True
7173,__label__xuat_sac,nl,__label__xuat_sac,True
7174,__label__tot,es,__label__tot,True
7175,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7176,__label__trung_binh,vi,__label__trung_binh,True
7177,__label__tot,vi,__label__tot,True
7178,__label__tot,en,__label__tot,True
7179,__label__xuat_sac,fr,__label__xuat_sac,True
7180,__label__tot,en,__label__tot,True
7181,__label__trung_binh,ja,__label__trung_binh,True
7182,__label__xuat_sac,zh-cn,__label__xuat_sac,True
7183,__label__xuat_sac,ca,__label__xuat_sac,True
7184,__label__trung_binh,ru,__label__trung_binh,True
7185,__label__tot,vi,__label__tot,True
7186,__label__trung_binh,vi,__label__trung_binh,True
7187,__label__xuat_sac,en,__label__xuat_sac,True
7188,__label__tot,en,__label__tot,True
7189,__label__xuat_sac,en,__label__xuat_sac,True
